audio_000000.wav|তোমাদের সারেডিক সাস্থের বাপারের দুমার জমান অনেক সচ্ছতন, তোমাদের মানোষিক সাস্থের বাপারের কিন্তে সচ্ছতন থাকা দরক�|Habibur_Sample
audio_000001.wav|সোইরে হালকা কেটে গেলনে আমনো কিন্তো সবাই দোয় দুরি লাগে দিনে  যাই কেটে গেছে আরেখন তাত্রি বেন্ডিট দাও  এই পানি ধালো এটা পোলিশা করো এই করো সেই করো দোর জাপ কি একটা অবস্থা  সেতা আমনো অনেকেই হয় তুবা মানোশিক ভাবে আখাত পাই|Habibur_Sample
audio_000002.wav|কিরে একটা কথা বলোছে আমারা কস্ট পায়  এই যামনে মানোশিক শাস্থ  এটার বাপারে কিন্তে আমনা সাচেত না  এটার বাপারে কিন্তে আমনা সাচেত না|Habibur_Sample
audio_000003.wav|এখনে জামেলা মানে পাক্লাগার অধে পাঠাতে হবে  এটার করণে মানোশ বলতে ও পারে না  এটার করণে তারা মানোশিক ভাবে যে জিনিশ্চা নিয় হয় তো পিডার মধ্যে আছে  সেটা জোম্তে জোম্তে আস্তে আস্তে অনেক বরকে চাক্টা হয়ে ছে|Habibur_Sample
audio_000004.wav|সে এখেত্রে ছোটো কা একটা হ্যাবিট আবিন তো আন্দেরকে বলতে বারে বা এক্সের্সাইজ  যেটা হয়ারে তোবা সাইরিক শাস্থ ও মানুষিক শাস্থ দুটতেই প্রভাপ পেলে  নমো ওন এক্সের্সাইজ|Habibur_Sample
audio_000005.wav|আমনা যেটা হয় প্রদি দিন সকালে উঠার পরে কেমন কেমন লাগেনা যেদিন তিমে অনেক ঘোম আবা সকাল বারটা পর জুন্তো সেদিন দেখবা য�|Habibur_Sample
audio_000006.wav|এটা অপোজিট দেরি তুমি করো, একটো এক্সেসাইস করো, ডেলি সকালে হাটো, পিখালে খেলো, বারাতে তুদো দেরি করো, তাহলে দেখবা তুম�|Habibur_Sample
audio_000007.wav|এলা তুমি যদি পানি খাও তুমার বডি রেজুভিনেটেড হয়ে  অন্যক সময় ক্রাই করে দেখতে বারো  অন্যক সময় পোড্তে বস্লে ঘুম আসে না  একটু দুই গ্লাস পানি খেয়াসো  বে এক গ্লাস পানি খেয়াসো  দেখবা যে একটু হলো ঘুমটা চোলে গাছে  মান বডি বেজু঵িনেটেড হয়ে জায়ে  নম্বর থ্রি মেডিটেট|Habibur_Sample
audio_000008.wav|মেডেতেশনে অনেয়ক এক এটে আছে  একটে ইইন্টোস্টিংগ ওহয় হলো গাইডেড মেডিটেশন  তুমি YouTube এ গাইডেড মেডিটেশন দে সাইচ করলে তুছুর ঵িডিও পাবা  গাইডেড মেডিটেশন মানে কে আকছন তুমাকে গাইড করে  বোল্বেইটা করো তুমেটা কর্বা|Habibur_Sample
audio_000009.wav|অথবা নামাজ পরো নামাজ একটা বিশাল ভালো মেডিটেশন  তুমি যুদি কি বলছো আর্বিতে ওটা মাথায় বুঝে যুদি পুরো নামাজটা পরো  দেখবে সেটা একটা খুই ভালো মেডিটেশন এসেবে কাচ করে  আইটা খুই ভালো অভ্যাশে কথা বুলে দেই  প্রতে দিন রাতে|Habibur_Sample
audio_000010.wav|তিনটা জিনিশ লিখো যে তিনটা জিনিশের জন্যো তুমি আজকে তিনটার প্রতিগ্রিত আক্কে  গ্রিট্ফুল্লেস যখন তুমি প্রকাশ করবা তুমা অনেক ভালো লাগে  তিনটা জিনিশ হোদে পারে আজকে তুমার প্রপরলি আদ ঘন্টা খুন হেছে  আজকে তুমার মা তুমার জন্ন মুর্গির লান্টা আ঵াদা করে রিখে দেয়ে|Habibur_Sample
audio_000011.wav|হয়তাবা আজকে তুমার এক পুরণো বন্দু সাথে দাখে আয়েছে  এই যে লাইফের ছরে ছরে বিশায়েগুলো যেখান তুমি লিখে রাগবা  তুমার কেছে মানবেবে আশুলেই তো আমার জিবনে তো অনেক কিছো আর্থে  এবং এই জিনিষ্যগেলোর জন্যতা আমি আশুলেই আমার লাইফের প্রতি গ্রেট্ফুল  কিছ হোই পার্ছ্ছ না  এটলিস লিখো সকলে তুমি জিবন তো ঘুম থেকে উঠতে বেরাছে|Habibur_Sample
audio_000012.wav|কোয়জন জিমন্ত গুম্তে গুটে বেছে, অনে কোয়ত গুমের মদ্যম আরা গেয়েছেলো  এই জি ক্রিতগতাগুলো প্রকাশ করছে, এই প্রতিদিন ডাইরিতে তিনটা করে লিখে রাক্ছো, এটার ফলে দেখবা তমার ডেলি ওই রাতের মমেন�|Habibur_Sample
audio_000013.wav|প্রদিদিন ঘুমারোর আগে রাতে বালা একটু কস্ট করে পারের দিনের কিকি কাজ গুলো আছে সেটাকে লিখে রাখো  কানো জানো পারের দিন আফকোর্স সকাল থাকে দুই দেখবা তুমার সাহাদেনে কিকি কর্তো হাবে এবং দিতিও তো জকন জিকাত্সা শেশ করছো|Habibur_Sample
audio_000014.wav|একটা কাজ কেটে ফেলার মধে ছে একটা পোইশা ছে কালন্দো আছে  সেটা সলো ছে টুডু লিস মেন্টেন করে নায়ন কাটে না সে কখনে বোজে পেলা  তুমি তোমার টুডু লিস্টে লিখা কাজকুলো জখনি শেশ করবা কেটে ফালো  দেখবে একটা সেন্স অফ একাকোম্প্লিস্মেন কাজ করে যারে আমি তে একটা কাজ শেশ করে ছে|Habibur_Sample
audio_000015.wav|তাহন এই ছোটো একটা জিনিষ তো মাকে একটা বুস্ট দায় পর হর্তি কাজ করার চোনো  আমি কি করে জানো কোনো একটা কাজ জিদি কখনো টোটো লিস্টের লিখা নাও থাকে আমি গরে পেলেছি আমি আবার যে টোটো লিস্টের কাজটা �|Habibur_Sample
audio_000016.wav|এজে কাটায় মধে ঠানন্দ আছে এটা আমাক আবার পরের দুড়ে কাদের জন্য মটিবেশন দায়  Finally, তুমার লাইফে জন্য একটা গোল সেট করে  কাউন তুমার লাইফে যদি কোনো গোলি না থাকে তুমার লাইফ পুন দেগে জাতে  চিন্তা করুন, কখুর একটা বাসে কে উণ্বা? যেই বাস কোথাই জাতে তুমি জানো না|Habibur_Sample
audio_000017.wav|তুমিজিদ একটা বাসেরনাওঠ, যে এই বাস কোথায় যাত্ছো তুমি যাড়ানা  তুমন লাইফ টেকে চালাছো, কোথায় যাত্ছো তুমি যাড়ানা  তের একটা বিশাল বারো বাধা না, বিশাল বারো সমস্যা না  ফুট্পালের বাইজ জন প্লেয়ার ফাটায় বল নে মানা বারি কোটছে  কোনো গোল পোস্ট নাই চিন্তা করছো কি অদ্বধ হার্ষ করে একটা ব্যাপা করে|Habibur_Sample
audio_000018.wav|আল্বিস মনরেকো তুমার লাইফের একটা স্পেসিফিক গোল যেনো থাকে  এবং এই গোল যেনো থাকে তুমার লাইফের একটা পার্পাস তুমি ফিল্কোরেবা  লাইফটা মিনিঙ্ফুল হবে  এবং দেখবা প্রতি দিন তুমার কাছ করার প্রতি একটা আগ্র হো জন্মা|Habibur_Sample
audio_000019.wav|সুই কাজগুরো চেষ্টা কুনে দাখো, একি সাথে তুমার সারিক শাস্থ জমন ভাল থাকেবে, মানুষিক শাস্থ ভাল থাকেবে  এবং overall তুমার লাইপের productivity অনেক বেরে জাপ|Habibur_Sample
